entity_cd,entity_name,year,subgroup_name,cohort,grad_rate
140301030005,East Aurora High School,2022,Black or African American,Combined,s
140301030005,East Aurora High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140301030005,East Aurora High School,2022,American Indian or Alaska Native,Combined,s
140600010042,Ps 42 Occupational Training Ctr,2022,Hispanic or Latino,Combined,s
140600010042,Ps 42 Occupational Training Ctr,2022,White,Combined,s
140600010042,Ps 42 Occupational Training Ctr,2022,Multiracial,Combined,s
140600010042,Ps 42 Occupational Training Ctr,2022,English Language Learner,Combined,s
140600010042,Ps 42 Occupational Training Ctr,2022,Economically Disadvantaged,Combined,s
140600010042,Ps 42 Occupational Training Ctr,2022,Students with Disabilities,Combined,s
140600010042,Ps 42 Occupational Training Ctr,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010042,Ps 42 Occupational Training Ctr,2022,American Indian or Alaska Native,Combined,s
140600010042,Ps 42 Occupational Training Ctr,2022,Black or African American,Combined,s
140600010056,Frederick Olmsted #156,2022,Hispanic or Latino,Combined,s
140600010056,Frederick Olmsted #156,2022,Multiracial,Combined,s
140600010056,Frederick Olmsted #156,2022,English Language Learner,Combined,s
140600010056,Frederick Olmsted #156,2022,American Indian or Alaska Native,Combined,s
140600010084,Ps 84,2022,Multiracial,Combined,s
140600010084,Ps 84,2022,Hispanic or Latino,Combined,s
140600010084,Ps 84,2022,White,Combined,s
140600010084,Ps 84,2022,Economically Disadvantaged,Combined,s
140600010084,Ps 84,2022,English Language Learner,Combined,s
140600010084,Ps 84,2022,Students with Disabilities,Combined,s
140600010084,Ps 84,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010084,Ps 84,2022,Black or African American,Combined,s
140600010084,Ps 84,2022,American Indian or Alaska Native,Combined,s
140600010097,Buffalo Academy-Vis & Perf Arts,2022,Multiracial,Combined,s
140600010097,Buffalo Academy-Vis & Perf Arts,2022,English Language Learner,Combined,s
140600010097,Buffalo Academy-Vis & Perf Arts,2022,American Indian or Alaska Native,Combined,s
140600010097,Buffalo Academy-Vis & Perf Arts,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010098,Mckinley Voc High School,2022,Multiracial,Combined,s
140600010098,Mckinley Voc High School,2022,American Indian or Alaska Native,Combined,s
140600010101,Burgard High School,2022,White,Combined,s
140600010101,Burgard High School,2022,Multiracial,Combined,s
140600010101,Burgard High School,2022,American Indian or Alaska Native,Combined,s
140600010101,Burgard High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010102,City Honors School,2022,Hispanic or Latino,Combined,s
140600010102,City Honors School,2022,Multiracial,Combined,s
140600010102,City Honors School,2022,English Language Learner,Combined,s
140600010102,City Honors School,2022,American Indian or Alaska Native,Combined,s
140600010104,Emerson School Of Hospitality,2022,Multiracial,Combined,s
140600010104,Emerson School Of Hospitality,2022,White,Combined,s
140600010104,Emerson School Of Hospitality,2022,English Language Learner,Combined,s
140600010104,Emerson School Of Hospitality,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010104,Emerson School Of Hospitality,2022,American Indian or Alaska Native,Combined,s
140600010105,Hutchinson Central Tech High School,2022,Multiracial,Combined,s
140600010105,Hutchinson Central Tech High School,2022,English Language Learner,Combined,s
140600010105,Hutchinson Central Tech High School,2022,American Indian or Alaska Native,Combined,s
140600010110,South Park High School,2022,Multiracial,Combined,s
140600010110,South Park High School,2022,American Indian or Alaska Native,Combined,s
140600010110,South Park High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010128,Leonardo Da Vinci High School,2022,Multiracial,Combined,s
140600010128,Leonardo Da Vinci High School,2022,English Language Learner,Combined,s
140600010128,Leonardo Da Vinci High School,2022,American Indian or Alaska Native,Combined,s
140600010132,Math Science Tech Prep School-197,2022,White,Combined,s
140600010132,Math Science Tech Prep School-197,2022,Multiracial,Combined,s
140600010132,Math Science Tech Prep School-197,2022,English Language Learner,Combined,s
140600010132,Math Science Tech Prep School-197,2022,American Indian or Alaska Native,Combined,s
140600010133,Academy School,2022,Hispanic or Latino,Combined,s
140600010133,Academy School,2022,White,Combined,s
140600010133,Academy School,2022,English Language Learner,Combined,s
140600010133,Academy School,2022,Multiracial,Combined,s
140600010133,Academy School,2022,Students with Disabilities,Combined,s
140600010133,Academy School,2022,American Indian or Alaska Native,Combined,s
140600010133,Academy School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010135,Middle Early College High School,2022,White,Combined,s
140600010135,Middle Early College High School,2022,Hispanic or Latino,Combined,s
140600010135,Middle Early College High School,2022,Multiracial,Combined,s
140600010135,Middle Early College High School,2022,English Language Learner,Combined,s
140600010135,Middle Early College High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010135,Middle Early College High School,2022,American Indian or Alaska Native,Combined,s
140600010140,East Community School,2022,White,Combined,s
140600010140,East Community School,2022,Multiracial,Combined,s
140600010140,East Community School,2022,English Language Learner,Combined,s
140600010140,East Community School,2022,Students with Disabilities,Combined,s
140600010140,East Community School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010140,East Community School,2022,American Indian or Alaska Native,Combined,s
140600010141,Lafayette International School,2022,White,Combined,s
140600010141,Lafayette International School,2022,Multiracial,Combined,s
140600010141,Lafayette International School,2022,Students with Disabilities,Combined,s
140600010141,Lafayette International School,2022,American Indian or Alaska Native,Combined,s
140600010308,Inter Prep School (The),2022,Multiracial,Combined,s
140600010308,Inter Prep School (The),2022,American Indian or Alaska Native,Combined,s
140600010310,Riverside Academy High School,2022,White,Combined,s
140600010310,Riverside Academy High School,2022,Multiracial,Combined,s
140600010310,Riverside Academy High School,2022,Students with Disabilities,Combined,s
140600010310,Riverside Academy High School,2022,American Indian or Alaska Native,Combined,s
140600010310,Riverside Academy High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010311,Lewis J Bennett Hs Of Innovative Tec,2022,White,Combined,s
140600010311,Lewis J Bennett Hs Of Innovative Tec,2022,Hispanic or Latino,Combined,s
140600010311,Lewis J Bennett Hs Of Innovative Tec,2022,Multiracial,Combined,s
140600010311,Lewis J Bennett Hs Of Innovative Tec,2022,Students with Disabilities,Combined,s
140600010311,Lewis J Bennett Hs Of Innovative Tec,2022,English Language Learner,Combined,s
140600010311,Lewis J Bennett Hs Of Innovative Tec,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010311,Lewis J Bennett Hs Of Innovative Tec,2022,American Indian or Alaska Native,Combined,s
140600010313,"Buffalo - Culinary Art, Hospital",2022,Multiracial,Combined,s
140600010313,"Buffalo - Culinary Art, Hospital",2022,English Language Learner,Combined,s
140600010313,"Buffalo - Culinary Art, Hospital",2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010313,"Buffalo - Culinary Art, Hospital",2022,American Indian or Alaska Native,Combined,s
140600010316,Pathways Academy,2022,White,Combined,s
140600010316,Pathways Academy,2022,Multiracial,Combined,s
140600010316,Pathways Academy,2022,English Language Learner,Combined,s
140600010316,Pathways Academy,2022,American Indian or Alaska Native,Combined,s
140600010316,Pathways Academy,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010317,Research Laboratory Hs-Bioinformatic,2022,White,Combined,s
140600010317,Research Laboratory Hs-Bioinformatic,2022,Hispanic or Latino,Combined,s
140600010317,Research Laboratory Hs-Bioinformatic,2022,Multiracial,Combined,s
140600010317,Research Laboratory Hs-Bioinformatic,2022,Economically Disadvantaged,Combined,s
140600010317,Research Laboratory Hs-Bioinformatic,2022,Black or African American,Combined,s
140600010317,Research Laboratory Hs-Bioinformatic,2022,English Language Learner,Combined,s
140600010317,Research Laboratory Hs-Bioinformatic,2022,Students with Disabilities,Combined,s
140600010317,Research Laboratory Hs-Bioinformatic,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600010317,Research Laboratory Hs-Bioinformatic,2022,American Indian or Alaska Native,Combined,s
140600860838,Tapestry Charter School,2022,Hispanic or Latino,Combined,s
140600860838,Tapestry Charter School,2022,White,Combined,s
140600860838,Tapestry Charter School,2022,Multiracial,Combined,s
140600860838,Tapestry Charter School,2022,English Language Learner,Combined,s
140600860838,Tapestry Charter School,2022,Students with Disabilities,Combined,s
140600860838,Tapestry Charter School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600860838,Tapestry Charter School,2022,American Indian or Alaska Native,Combined,s
140600860861,Buffalo Academy Of Science Cs,2022,White,Combined,s
140600860861,Buffalo Academy Of Science Cs,2022,Hispanic or Latino,Combined,s
140600860861,Buffalo Academy Of Science Cs,2022,Multiracial,Combined,s
140600860861,Buffalo Academy Of Science Cs,2022,Students with Disabilities,Combined,s
140600860861,Buffalo Academy Of Science Cs,2022,English Language Learner,Combined,s
140600860861,Buffalo Academy Of Science Cs,2022,American Indian or Alaska Native,Combined,s
140600860863,Western Ny Maritime Charter School,2022,Multiracial,Combined,s
140600860863,Western Ny Maritime Charter School,2022,English Language Learner,Combined,s
140600860863,Western Ny Maritime Charter School,2022,Students with Disabilities,Combined,s
140600860863,Western Ny Maritime Charter School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600860863,Western Ny Maritime Charter School,2022,American Indian or Alaska Native,Combined,s
140600860961,Health Sciences Charter School,2022,Hispanic or Latino,Combined,s
140600860961,Health Sciences Charter School,2022,White,Combined,s
140600860961,Health Sciences Charter School,2022,Multiracial,Combined,s
140600860961,Health Sciences Charter School,2022,English Language Learner,Combined,s
140600860961,Health Sciences Charter School,2022,Students with Disabilities,Combined,s
140600860961,Health Sciences Charter School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140600860961,Health Sciences Charter School,2022,American Indian or Alaska Native,Combined,s
140701060006,Cheektowaga High School,2022,Multiracial,Combined,s
140701060006,Cheektowaga High School,2022,English Language Learner,Combined,s
140701060006,Cheektowaga High School,2022,American Indian or Alaska Native,Combined,s
140702030006,Maryvale High School,2022,Hispanic or Latino,Combined,s
140702030006,Maryvale High School,2022,Multiracial,Combined,s
140702030006,Maryvale High School,2022,English Language Learner,Combined,s
140702030006,Maryvale High School,2022,American Indian or Alaska Native,Combined,s
140703020003,Cleveland Hill High School,2022,Hispanic or Latino,Combined,s
140703020003,Cleveland Hill High School,2022,Multiracial,Combined,s
140703020003,Cleveland Hill High School,2022,English Language Learner,Combined,s
140703020003,Cleveland Hill High School,2022,Students with Disabilities,Combined,s
140703020003,Cleveland Hill High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140703020003,Cleveland Hill High School,2022,American Indian or Alaska Native,Combined,s
140707030003,Depew High School,2022,Hispanic or Latino,Combined,s
140707030003,Depew High School,2022,Multiracial,Combined,s
140707030003,Depew High School,2022,English Language Learner,Combined,s
140707030003,Depew High School,2022,Black or African American,Combined,s
140707030003,Depew High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140707030003,Depew High School,2022,American Indian or Alaska Native,Combined,s
140709030004,John F Kennedy Senior Hs,2022,Multiracial,Combined,s
140709030004,John F Kennedy Senior Hs,2022,English Language Learner,Combined,s
140709030004,John F Kennedy Senior Hs,2022,Hispanic or Latino,Combined,s
140709030004,John F Kennedy Senior Hs,2022,Black or African American,Combined,s
140709030004,John F Kennedy Senior Hs,2022,Students with Disabilities,Combined,s
140709030004,John F Kennedy Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
140709030004,John F Kennedy Senior Hs,2022,American Indian or Alaska Native,Combined,s
140801060006,Clarence Senior High School,2022,English Language Learner,Combined,s
140801060006,Clarence Senior High School,2022,Multiracial,Combined,s
140801060006,Clarence Senior High School,2022,Hispanic or Latino,Combined,s
140801060006,Clarence Senior High School,2022,Black or African American,Combined,s
140801060006,Clarence Senior High School,2022,American Indian or Alaska Native,Combined,s
140801060006,Clarence Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141101060001,Griffith Inst High School,2022,Hispanic or Latino,Combined,s
141101060001,Griffith Inst High School,2022,Multiracial,Combined,s
141101060001,Griffith Inst High School,2022,English Language Learner,Combined,s
141101060001,Griffith Inst High School,2022,Black or African American,Combined,s
141101060001,Griffith Inst High School,2022,American Indian or Alaska Native,Combined,s
141101060001,Griffith Inst High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141201060001,Eden Middle & High School,2022,Multiracial,Combined,s
141201060001,Eden Middle & High School,2022,English Language Learner,Combined,s
141201060001,Eden Middle & High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141201060001,Eden Middle & High School,2022,Hispanic or Latino,Combined,s
141201060001,Eden Middle & High School,2022,Black or African American,Combined,s
141201060001,Eden Middle & High School,2022,American Indian or Alaska Native,Combined,s
141301060006,Iroquois Senior High School,2022,Hispanic or Latino,Combined,s
141301060006,Iroquois Senior High School,2022,Multiracial,Combined,s
141301060006,Iroquois Senior High School,2022,English Language Learner,Combined,s
141301060006,Iroquois Senior High School,2022,Black or African American,Combined,s
141301060006,Iroquois Senior High School,2022,American Indian or Alaska Native,Combined,s
141301060006,Iroquois Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141401060003,Lake Shore Senior High School,2022,Hispanic or Latino,Combined,s
141401060003,Lake Shore Senior High School,2022,Multiracial,Combined,s
141401060003,Lake Shore Senior High School,2022,English Language Learner,Combined,s
141401060003,Lake Shore Senior High School,2022,Black or African American,Combined,s
141401060003,Lake Shore Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141501060004,Grand Island Senior High School,2022,Multiracial,Combined,s
141501060004,Grand Island Senior High School,2022,English Language Learner,Combined,s
141501060004,Grand Island Senior High School,2022,Black or African American,Combined,s
141501060004,Grand Island Senior High School,2022,American Indian or Alaska Native,Combined,s
141501060004,Grand Island Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141601060007,Hamburg High School,2022,Hispanic or Latino,Combined,s
141601060007,Hamburg High School,2022,Multiracial,Combined,s
141601060007,Hamburg High School,2022,Black or African American,Combined,s
141601060007,Hamburg High School,2022,English Language Learner,Combined,s
141601060007,Hamburg High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141601060007,Hamburg High School,2022,American Indian or Alaska Native,Combined,s
141604060008,Frontier Senior High School,2022,English Language Learner,Combined,s
141604060008,Frontier Senior High School,2022,Multiracial,Combined,s
141604060008,Frontier Senior High School,2022,American Indian or Alaska Native,Combined,s
141604060008,Frontier Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141604060008,Frontier Senior High School,2022,Black or African American,Combined,s
141701040001,Holland High School,2022,Hispanic or Latino,Combined,s
141701040001,Holland High School,2022,Multiracial,Combined,s
141701040001,Holland High School,2022,English Language Learner,Combined,s
141701040001,Holland High School,2022,Black or African American,Combined,s
141701040001,Holland High School,2022,Students with Disabilities,Combined,s
141701040001,Holland High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141701040001,Holland High School,2022,American Indian or Alaska Native,Combined,s
141800010008,Lackawanna High School,2022,Multiracial,Combined,s
141800010008,Lackawanna High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141800010008,Lackawanna High School,2022,American Indian or Alaska Native,Combined,s
141800860044,Global Concepts Charter School,2022,Hispanic or Latino,Combined,s
141800860044,Global Concepts Charter School,2022,Multiracial,Combined,s
141800860044,Global Concepts Charter School,2022,English Language Learner,Combined,s
141800860044,Global Concepts Charter School,2022,Students with Disabilities,Combined,s
141800860044,Global Concepts Charter School,2022,American Indian or Alaska Native,Combined,s
141800860044,Global Concepts Charter School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141901060008,Lancaster High School,2022,Hispanic or Latino,Combined,s
141901060008,Lancaster High School,2022,Multiracial,Combined,s
141901060008,Lancaster High School,2022,English Language Learner,Combined,s
141901060008,Lancaster High School,2022,Black or African American,Combined,s
141901060008,Lancaster High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
141901060008,Lancaster High School,2022,American Indian or Alaska Native,Combined,s
142101040002,Akron High School,2022,Hispanic or Latino,Combined,s
142101040002,Akron High School,2022,Multiracial,Combined,s
142101040002,Akron High School,2022,Black or African American,Combined,s
142101040002,Akron High School,2022,English Language Learner,Combined,s
142101040002,Akron High School,2022,Students with Disabilities,Combined,s
142101040002,Akron High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
142201040001,North Collins Junior-Senior Hs,2022,Hispanic or Latino,Combined,s
142201040001,North Collins Junior-Senior Hs,2022,Multiracial,Combined,s
142201040001,North Collins Junior-Senior Hs,2022,Black or African American,Combined,s
142201040001,North Collins Junior-Senior Hs,2022,Students with Disabilities,Combined,s
142201040001,North Collins Junior-Senior Hs,2022,English Language Learner,Combined,s
142201040001,North Collins Junior-Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
142201040001,North Collins Junior-Senior Hs,2022,American Indian or Alaska Native,Combined,s
142301060006,Orchard Park High School,2022,Hispanic or Latino,Combined,s
142301060006,Orchard Park High School,2022,Multiracial,Combined,s
142301060006,Orchard Park High School,2022,English Language Learner,Combined,s
142301060006,Orchard Park High School,2022,Black or African American,Combined,s
142301060006,Orchard Park High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
142301060006,Orchard Park High School,2022,American Indian or Alaska Native,Combined,s
142500010009,Tonawanda Middle/High School,2022,Hispanic or Latino,Combined,s
142500010009,Tonawanda Middle/High School,2022,English Language Learner,Combined,s
142500010009,Tonawanda Middle/High School,2022,Multiracial,Combined,s
142500010009,Tonawanda Middle/High School,2022,Black or African American,Combined,s
142500010009,Tonawanda Middle/High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
142500010009,Tonawanda Middle/High School,2022,American Indian or Alaska Native,Combined,s
142601030025,Kenmore East Senior High School,2022,Multiracial,Combined,s
142601030025,Kenmore East Senior High School,2022,English Language Learner,Combined,s
142601030025,Kenmore East Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
142601030025,Kenmore East Senior High School,2022,American Indian or Alaska Native,Combined,s
142601030026,Kenmore West Senior High School,2022,English Language Learner,Combined,s
142601030026,Kenmore West Senior High School,2022,American Indian or Alaska Native,Combined,s
142601030026,Kenmore West Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
142601860031,Charter School-Applied Technologies,2022,English Language Learner,Combined,s
142601860031,Charter School-Applied Technologies,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
142601860031,Charter School-Applied Technologies,2022,American Indian or Alaska Native,Combined,s
142801060010,West Seneca West Senior Hs,2022,Multiracial,Combined,s
142801060010,West Seneca West Senior Hs,2022,English Language Learner,Combined,s
142801060010,West Seneca West Senior Hs,2022,American Indian or Alaska Native,Combined,s
142801060010,West Seneca West Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
142801060010,West Seneca West Senior Hs,2022,Black or African American,Combined,s
142801060016,West Seneca East Senior Hs,2022,English Language Learner,Combined,s
142801060016,West Seneca East Senior Hs,2022,Hispanic or Latino,Combined,s
142801060016,West Seneca East Senior Hs,2022,Multiracial,Combined,s
142801060016,West Seneca East Senior Hs,2022,American Indian or Alaska Native,Combined,s
142801060016,West Seneca East Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
150203040001,Crown Point Central School,2022,Hispanic or Latino,Combined,s
150203040001,Crown Point Central School,2022,Multiracial,Combined,s
150203040001,Crown Point Central School,2022,Economically Disadvantaged,Combined,s
150203040001,Crown Point Central School,2022,Black or African American,Combined,s
150203040001,Crown Point Central School,2022,Students with Disabilities,Combined,s
150203040001,Crown Point Central School,2022,American Indian or Alaska Native,Combined,s
150203040001,Crown Point Central School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
150203040001,Crown Point Central School,2022,English Language Learner,Combined,s
150601040001,Keene Central School,2022,Hispanic or Latino,Combined,s
150601040001,Keene Central School,2022,Multiracial,Combined,s
150601040001,Keene Central School,2022,Economically Disadvantaged,Combined,s
150601040001,Keene Central School,2022,English Language Learner,Combined,s
150601040001,Keene Central School,2022,Students with Disabilities,Combined,s
150601040001,Keene Central School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
150601040001,Keene Central School,2022,American Indian or Alaska Native,Combined,s
150601040001,Keene Central School,2022,Black or African American,Combined,s
150801040001,Minerva Central School,2022,White,Combined,s
150801040001,Minerva Central School,2022,Hispanic or Latino,Combined,s
150801040001,Minerva Central School,2022,Multiracial,Combined,s
150801040001,Minerva Central School,2022,Economically Disadvantaged,Combined,s
150801040001,Minerva Central School,2022,English Language Learner,Combined,s
150801040001,Minerva Central School,2022,Black or African American,Combined,s
150801040001,Minerva Central School,2022,Students with Disabilities,Combined,s
150801040001,Minerva Central School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
150801040001,Minerva Central School,2022,American Indian or Alaska Native,Combined,s
150901040004,Moriah Junior-Senior Hs,2022,Hispanic or Latino,Combined,s
150901040004,Moriah Junior-Senior Hs,2022,Multiracial,Combined,s
150901040004,Moriah Junior-Senior Hs,2022,English Language Learner,Combined,s
150901040004,Moriah Junior-Senior Hs,2022,Students with Disabilities,Combined,s
150901040004,Moriah Junior-Senior Hs,2022,Black or African American,Combined,s
150901040004,Moriah Junior-Senior Hs,2022,American Indian or Alaska Native,Combined,s
150901040004,Moriah Junior-Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
151001040001,Newcomb Central School,2022,White,Combined,s
151001040001,Newcomb Central School,2022,Hispanic or Latino,Combined,s
151001040001,Newcomb Central School,2022,Multiracial,Combined,s
151001040001,Newcomb Central School,2022,Economically Disadvantaged,Combined,s
151001040001,Newcomb Central School,2022,English Language Learner,Combined,s
151001040001,Newcomb Central School,2022,Students with Disabilities,Combined,s
151001040001,Newcomb Central School,2022,Black or African American,Combined,s
151001040001,Newcomb Central School,2022,American Indian or Alaska Native,Combined,s
151001040001,Newcomb Central School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
151102040001,Lake Placid Junior-Senior Hs,2022,Multiracial,Combined,s
151102040001,Lake Placid Junior-Senior Hs,2022,Hispanic or Latino,Combined,s
151102040001,Lake Placid Junior-Senior Hs,2022,English Language Learner,Combined,s
151102040001,Lake Placid Junior-Senior Hs,2022,Students with Disabilities,Combined,s
151102040001,Lake Placid Junior-Senior Hs,2022,American Indian or Alaska Native,Combined,s
151102040001,Lake Placid Junior-Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
151102040001,Lake Placid Junior-Senior Hs,2022,Black or African American,Combined,s
151401040001,Schroon Lake Central School,2022,Hispanic or Latino,Combined,s
151401040001,Schroon Lake Central School,2022,Economically Disadvantaged,Combined,s
151401040001,Schroon Lake Central School,2022,Multiracial,Combined,s
151401040001,Schroon Lake Central School,2022,English Language Learner,Combined,s
151401040001,Schroon Lake Central School,2022,Students with Disabilities,Combined,s
151401040001,Schroon Lake Central School,2022,American Indian or Alaska Native,Combined,s
151401040001,Schroon Lake Central School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
151401040001,Schroon Lake Central School,2022,Black or African American,Combined,s
151501060001,Ticonderoga Junior-Senior Hs,2022,Hispanic or Latino,Combined,s
151501060001,Ticonderoga Junior-Senior Hs,2022,Multiracial,Combined,s
151501060001,Ticonderoga Junior-Senior Hs,2022,English Language Learner,Combined,s
151501060001,Ticonderoga Junior-Senior Hs,2022,Black or African American,Combined,s
151501060001,Ticonderoga Junior-Senior Hs,2022,Students with Disabilities,Combined,s
151501060001,Ticonderoga Junior-Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
151501060001,Ticonderoga Junior-Senior Hs,2022,American Indian or Alaska Native,Combined,s
151701040001,Willsboro Central School,2022,Hispanic or Latino,Combined,s
151701040001,Willsboro Central School,2022,Multiracial,Combined,s
151701040001,Willsboro Central School,2022,English Language Learner,Combined,s
151701040001,Willsboro Central School,2022,Economically Disadvantaged,Combined,s
151701040001,Willsboro Central School,2022,Black or African American,Combined,s
151701040001,Willsboro Central School,2022,Students with Disabilities,Combined,s
151701040001,Willsboro Central School,2022,American Indian or Alaska Native,Combined,s
151701040001,Willsboro Central School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
151801040001,Mountain View Campus,2022,Hispanic or Latino,Combined,s
151801040001,Mountain View Campus,2022,Multiracial,Combined,s
151801040001,Mountain View Campus,2022,English Language Learner,Combined,s
151801040001,Mountain View Campus,2022,Students with Disabilities,Combined,s
151801040001,Mountain View Campus,2022,Black or African American,Combined,s
151801040001,Mountain View Campus,2022,American Indian or Alaska Native,Combined,s
151801040001,Mountain View Campus,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
151801040002,Lake View Campus,2022,Hispanic or Latino,Combined,s
151801040002,Lake View Campus,2022,White,Combined,s
151801040002,Lake View Campus,2022,Multiracial,Combined,s
151801040002,Lake View Campus,2022,Economically Disadvantaged,Combined,s
151801040002,Lake View Campus,2022,English Language Learner,Combined,s
151801040002,Lake View Campus,2022,Students with Disabilities,Combined,s
151801040002,Lake View Campus,2022,Black or African American,Combined,s
151801040002,Lake View Campus,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
151801040002,Lake View Campus,2022,American Indian or Alaska Native,Combined,s
160101060001,Tupper Lake Middle-High School,2022,Hispanic or Latino,Combined,s
160101060001,Tupper Lake Middle-High School,2022,Multiracial,Combined,s
160101060001,Tupper Lake Middle-High School,2022,English Language Learner,Combined,s
160101060001,Tupper Lake Middle-High School,2022,Students with Disabilities,Combined,s
160101060001,Tupper Lake Middle-High School,2022,Black or African American,Combined,s
160101060001,Tupper Lake Middle-High School,2022,American Indian or Alaska Native,Combined,s
160101060001,Tupper Lake Middle-High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
160801040002,Chateaugay High School,2022,Hispanic or Latino,Combined,s
160801040002,Chateaugay High School,2022,Multiracial,Combined,s
160801040002,Chateaugay High School,2022,Black or African American,Combined,s
160801040002,Chateaugay High School,2022,Students with Disabilities,Combined,s
160801040002,Chateaugay High School,2022,English Language Learner,Combined,s
160801040002,Chateaugay High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
160801040002,Chateaugay High School,2022,American Indian or Alaska Native,Combined,s
161201040002,Salmon River High School,2022,Hispanic or Latino,Combined,s
161201040002,Salmon River High School,2022,Multiracial,Combined,s
161201040002,Salmon River High School,2022,English Language Learner,Combined,s
161201040002,Salmon River High School,2022,Black or African American,Combined,s
161201040002,Salmon River High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
161401060002,Saranac Lake Senior High School,2022,Hispanic or Latino,Combined,s
161401060002,Saranac Lake Senior High School,2022,Multiracial,Combined,s
161401060002,Saranac Lake Senior High School,2022,English Language Learner,Combined,s
161401060002,Saranac Lake Senior High School,2022,Black or African American,Combined,s
161401060002,Saranac Lake Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
161401060002,Saranac Lake Senior High School,2022,American Indian or Alaska Native,Combined,s
161501060014,Franklin Academy High School,2022,English Language Learner,Combined,s
161501060014,Franklin Academy High School,2022,Hispanic or Latino,Combined,s
161501060014,Franklin Academy High School,2022,Multiracial,Combined,s
161501060014,Franklin Academy High School,2022,Black or African American,Combined,s
161501060014,Franklin Academy High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
161501060014,Franklin Academy High School,2022,American Indian or Alaska Native,Combined,s
161601040002,Brushton-Moira High School,2022,Hispanic or Latino,Combined,s
161601040002,Brushton-Moira High School,2022,Multiracial,Combined,s
