entity_cd,county,district,nrc_index,school,year,subgroup,grad_rate
280252070003,Nassau,Sewanhaka Central Hs District,6,Floral Park Memorial High School,2022,Asian or Native Hawaiian/Other Pacific Islander,96.4
280252070004,Nassau,Sewanhaka Central Hs District,6,H Frank Carey High School,2022,Economically Disadvantaged,96.8
280252070004,Nassau,Sewanhaka Central Hs District,6,H Frank Carey High School,2022,Hispanic or Latino,94.4
280252070004,Nassau,Sewanhaka Central Hs District,6,H Frank Carey High School,2022,White,99.7
280252070004,Nassau,Sewanhaka Central Hs District,6,H Frank Carey High School,2022,Students with Disabilities,92.3
280252070004,Nassau,Sewanhaka Central Hs District,6,H Frank Carey High School,2022,Asian or Native Hawaiian/Other Pacific Islander,97.5
280252070005,Nassau,Sewanhaka Central Hs District,6,New Hyde Park Memorial High School,2022,Economically Disadvantaged,82.6
280252070005,Nassau,Sewanhaka Central Hs District,6,New Hyde Park Memorial High School,2022,Hispanic or Latino,83.9
280252070005,Nassau,Sewanhaka Central Hs District,6,New Hyde Park Memorial High School,2022,White,97.9
280252070005,Nassau,Sewanhaka Central Hs District,6,New Hyde Park Memorial High School,2022,English Language Learner,33.3
280252070005,Nassau,Sewanhaka Central Hs District,6,New Hyde Park Memorial High School,2022,Black or African American,58.8
280252070005,Nassau,Sewanhaka Central Hs District,6,New Hyde Park Memorial High School,2022,Students with Disabilities,62.5
280252070005,Nassau,Sewanhaka Central Hs District,6,New Hyde Park Memorial High School,2022,Asian or Native Hawaiian/Other Pacific Islander,96.4
280252070006,Nassau,Sewanhaka Central Hs District,6,Sewanhaka High School,2022,English Language Learner,66.7
280252070006,Nassau,Sewanhaka Central Hs District,6,Sewanhaka High School,2022,Hispanic or Latino,92.2
280252070006,Nassau,Sewanhaka Central Hs District,6,Sewanhaka High School,2022,White,95.6
280252070006,Nassau,Sewanhaka Central Hs District,6,Sewanhaka High School,2022,Economically Disadvantaged,94.5
280252070006,Nassau,Sewanhaka Central Hs District,6,Sewanhaka High School,2022,Black or African American,96.1
280252070006,Nassau,Sewanhaka Central Hs District,6,Sewanhaka High School,2022,Students with Disabilities,91.7
280252070006,Nassau,Sewanhaka Central Hs District,6,Sewanhaka High School,2022,Asian or Native Hawaiian/Other Pacific Islander,97.3
280253070005,Nassau,Bellmore-Merrick Central Hs District,6,Sanford H Calhoun High School,2022,White,98.5
280253070005,Nassau,Bellmore-Merrick Central Hs District,6,Sanford H Calhoun High School,2022,Hispanic or Latino,93.4
280253070005,Nassau,Bellmore-Merrick Central Hs District,6,Sanford H Calhoun High School,2022,Economically Disadvantaged,91.8
280253070005,Nassau,Bellmore-Merrick Central Hs District,6,Sanford H Calhoun High School,2022,Students with Disabilities,88.1
280253070005,Nassau,Bellmore-Merrick Central Hs District,6,Sanford H Calhoun High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
280253070006,Nassau,Bellmore-Merrick Central Hs District,6,Wellington C Mepham High Sch,2022,White,98.4
280253070006,Nassau,Bellmore-Merrick Central Hs District,6,Wellington C Mepham High Sch,2022,Hispanic or Latino,89.8
280253070006,Nassau,Bellmore-Merrick Central Hs District,6,Wellington C Mepham High Sch,2022,Economically Disadvantaged,90.7
280253070006,Nassau,Bellmore-Merrick Central Hs District,6,Wellington C Mepham High Sch,2022,Students with Disabilities,89.0
280253070006,Nassau,Bellmore-Merrick Central Hs District,6,Wellington C Mepham High Sch,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
280253070007,Nassau,Bellmore-Merrick Central Hs District,6,John F Kennedy High School,2022,Hispanic or Latino,96.9
280253070007,Nassau,Bellmore-Merrick Central Hs District,6,John F Kennedy High School,2022,White,97.9
280253070007,Nassau,Bellmore-Merrick Central Hs District,6,John F Kennedy High School,2022,Economically Disadvantaged,89.2
280253070007,Nassau,Bellmore-Merrick Central Hs District,6,John F Kennedy High School,2022,Students with Disabilities,86.9
280253070007,Nassau,Bellmore-Merrick Central Hs District,6,John F Kennedy High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
280300010008,Nassau,Long Beach City Sd,5,Long Beach High School,2022,White,98.7
280300010008,Nassau,Long Beach City Sd,5,Long Beach High School,2022,Hispanic or Latino,95.5
280300010008,Nassau,Long Beach City Sd,5,Long Beach High School,2022,English Language Learner,97.0
280300010008,Nassau,Long Beach City Sd,5,Long Beach High School,2022,Economically Disadvantaged,95.2
280300010008,Nassau,Long Beach City Sd,5,Long Beach High School,2022,Black or African American,94.4
280300010008,Nassau,Long Beach City Sd,5,Long Beach High School,2022,Students with Disabilities,91.0
280300010008,Nassau,Long Beach City Sd,5,Long Beach High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
280401030007,Nassau,Westbury Ufsd,3,Westbury High School,2022,Hispanic or Latino,86.2
280401030007,Nassau,Westbury Ufsd,3,Westbury High School,2022,Economically Disadvantaged,88.5
280401030007,Nassau,Westbury Ufsd,3,Westbury High School,2022,English Language Learner,72.1
280401030007,Nassau,Westbury Ufsd,3,Westbury High School,2022,Students with Disabilities,97.5
280401030007,Nassau,Westbury Ufsd,3,Westbury High School,2022,Black or African American,95.2
280402030003,Nassau,East Williston Ufsd,6,Wheatley School,2022,White,99.7
280402030003,Nassau,East Williston Ufsd,6,Wheatley School,2022,Economically Disadvantaged,100.0
280402030003,Nassau,East Williston Ufsd,6,Wheatley School,2022,Students with Disabilities,97.5
280402030003,Nassau,East Williston Ufsd,6,Wheatley School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
280403030008,Nassau,Roslyn Ufsd,6,Roslyn High School,2022,White,99.8
280403030008,Nassau,Roslyn Ufsd,6,Roslyn High School,2022,Hispanic or Latino,91.4
280403030008,Nassau,Roslyn Ufsd,6,Roslyn High School,2022,Economically Disadvantaged,96.2
280403030008,Nassau,Roslyn Ufsd,6,Roslyn High School,2022,Students with Disabilities,93.8
280403030008,Nassau,Roslyn Ufsd,6,Roslyn High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.1
280404030009,Nassau,Port Washington Ufsd,6,Paul D Schreiber Senior High School,2022,Hispanic or Latino,81.6
280404030009,Nassau,Port Washington Ufsd,6,Paul D Schreiber Senior High School,2022,White,99.6
280404030009,Nassau,Port Washington Ufsd,6,Paul D Schreiber Senior High School,2022,Economically Disadvantaged,87.3
280404030009,Nassau,Port Washington Ufsd,6,Paul D Schreiber Senior High School,2022,English Language Learner,31.4
280404030009,Nassau,Port Washington Ufsd,6,Paul D Schreiber Senior High School,2022,Students with Disabilities,86.1
280404030009,Nassau,Port Washington Ufsd,6,Paul D Schreiber Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,92.7
280406030002,Nassau,Manhasset Ufsd,6,Manhasset Secondary School,2022,White,99.2
280406030002,Nassau,Manhasset Ufsd,6,Manhasset Secondary School,2022,Hispanic or Latino,100.0
280406030002,Nassau,Manhasset Ufsd,6,Manhasset Secondary School,2022,Economically Disadvantaged,97.0
280406030002,Nassau,Manhasset Ufsd,6,Manhasset Secondary School,2022,Students with Disabilities,95.6
280406030002,Nassau,Manhasset Ufsd,6,Manhasset Secondary School,2022,Asian or Native Hawaiian/Other Pacific Islander,99.3
280407030014,Nassau,Great Neck Ufsd,6,Great Neck South High School,2022,White,98.9
280407030014,Nassau,Great Neck Ufsd,6,Great Neck South High School,2022,Hispanic or Latino,90.6
280407030014,Nassau,Great Neck Ufsd,6,Great Neck South High School,2022,English Language Learner,81.8
280407030014,Nassau,Great Neck Ufsd,6,Great Neck South High School,2022,Economically Disadvantaged,95.7
280407030014,Nassau,Great Neck Ufsd,6,Great Neck South High School,2022,Students with Disabilities,97.9
280407030014,Nassau,Great Neck Ufsd,6,Great Neck South High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.5
280407030015,Nassau,Great Neck Ufsd,6,Great Neck North High School,2022,White,97.2
280407030015,Nassau,Great Neck Ufsd,6,Great Neck North High School,2022,Hispanic or Latino,69.1
280407030015,Nassau,Great Neck Ufsd,6,Great Neck North High School,2022,Economically Disadvantaged,85.0
280407030015,Nassau,Great Neck Ufsd,6,Great Neck North High School,2022,English Language Learner,70.6
280407030015,Nassau,Great Neck Ufsd,6,Great Neck North High School,2022,Asian or Native Hawaiian/Other Pacific Islander,96.7
280407030015,Nassau,Great Neck Ufsd,6,Great Neck North High School,2022,Students with Disabilities,85.6
280409030008,Nassau,Herricks Ufsd,6,Herricks High School,2022,Hispanic or Latino,90.9
280409030008,Nassau,Herricks Ufsd,6,Herricks High School,2022,White,98.5
280409030008,Nassau,Herricks Ufsd,6,Herricks High School,2022,Economically Disadvantaged,95.9
280409030008,Nassau,Herricks Ufsd,6,Herricks High School,2022,Students with Disabilities,91.0
280409030008,Nassau,Herricks Ufsd,6,Herricks High School,2022,Asian or Native Hawaiian/Other Pacific Islander,99.2
280410030006,Nassau,Mineola Ufsd,6,Mineola High School,2022,Hispanic or Latino,92.7
280410030006,Nassau,Mineola Ufsd,6,Mineola High School,2022,White,99.1
280410030006,Nassau,Mineola Ufsd,6,Mineola High School,2022,English Language Learner,76.1
280410030006,Nassau,Mineola Ufsd,6,Mineola High School,2022,Economically Disadvantaged,93.9
280410030006,Nassau,Mineola Ufsd,6,Mineola High School,2022,Students with Disabilities,91.5
280410030006,Nassau,Mineola Ufsd,6,Mineola High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
280411030003,Nassau,Carle Place Ufsd,6,Carle Place Middle Senior High Sch,2022,White,99.6
280411030003,Nassau,Carle Place Ufsd,6,Carle Place Middle Senior High Sch,2022,Hispanic or Latino,95.2
280411030003,Nassau,Carle Place Ufsd,6,Carle Place Middle Senior High Sch,2022,Economically Disadvantaged,95.4
280411030003,Nassau,Carle Place Ufsd,6,Carle Place Middle Senior High Sch,2022,Students with Disabilities,97.1
280501060004,Nassau,North Shore Csd,6,North Shore Senior High School,2022,Hispanic or Latino,100.0
280501060004,Nassau,North Shore Csd,6,North Shore Senior High School,2022,White,99.1
280501060004,Nassau,North Shore Csd,6,North Shore Senior High School,2022,Economically Disadvantaged,98.7
280501060004,Nassau,North Shore Csd,6,North Shore Senior High School,2022,Students with Disabilities,97.4
280502060014,Nassau,Syosset Csd,6,Syosset Senior High School,2022,White,98.8
280502060014,Nassau,Syosset Csd,6,Syosset Senior High School,2022,Hispanic or Latino,100.0
280502060014,Nassau,Syosset Csd,6,Syosset Senior High School,2022,Economically Disadvantaged,95.6
280502060014,Nassau,Syosset Csd,6,Syosset Senior High School,2022,Students with Disabilities,94.0
280502060014,Nassau,Syosset Csd,6,Syosset Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,99.2
280503060003,Nassau,Locust Valley Csd,6,Locust Valley High School,2022,White,99.7
280503060003,Nassau,Locust Valley Csd,6,Locust Valley High School,2022,Hispanic or Latino,97.3
280503060003,Nassau,Locust Valley Csd,6,Locust Valley High School,2022,Economically Disadvantaged,97.3
280503060003,Nassau,Locust Valley Csd,6,Locust Valley High School,2022,Students with Disabilities,100.0
280504060010,Nassau,Plainview-Old Bethpage Csd,6,Plainview-Old Bethpage/Jfk Hs,2022,Hispanic or Latino,100.0
280504060010,Nassau,Plainview-Old Bethpage Csd,6,Plainview-Old Bethpage/Jfk Hs,2022,White,98.4
280504060010,Nassau,Plainview-Old Bethpage Csd,6,Plainview-Old Bethpage/Jfk Hs,2022,Economically Disadvantaged,93.1
280504060010,Nassau,Plainview-Old Bethpage Csd,6,Plainview-Old Bethpage/Jfk Hs,2022,Students with Disabilities,93.3
280504060010,Nassau,Plainview-Old Bethpage Csd,6,Plainview-Old Bethpage/Jfk Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,99.6
280506060002,Nassau,Oyster Bay-East Norwich Csd,6,Oyster Bay High School,2022,Economically Disadvantaged,81.4
280506060002,Nassau,Oyster Bay-East Norwich Csd,6,Oyster Bay High School,2022,Hispanic or Latino,80.6
280506060002,Nassau,Oyster Bay-East Norwich Csd,6,Oyster Bay High School,2022,White,97.9
280506060002,Nassau,Oyster Bay-East Norwich Csd,6,Oyster Bay High School,2022,Students with Disabilities,60.0
280515030005,Nassau,Jericho Ufsd,6,Jericho Senior High School,2022,English Language Learner,100.0
280515030005,Nassau,Jericho Ufsd,6,Jericho Senior High School,2022,White,99.0
280515030005,Nassau,Jericho Ufsd,6,Jericho Senior High School,2022,Economically Disadvantaged,94.6
280515030005,Nassau,Jericho Ufsd,6,Jericho Senior High School,2022,Students with Disabilities,90.6
280515030005,Nassau,Jericho Ufsd,6,Jericho Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,99.2
280517030010,Nassau,Hicksville Ufsd,5,Hicksville High School,2022,White,98.0
280517030010,Nassau,Hicksville Ufsd,5,Hicksville High School,2022,Hispanic or Latino,87.4
280517030010,Nassau,Hicksville Ufsd,5,Hicksville High School,2022,Economically Disadvantaged,93.0
280517030010,Nassau,Hicksville Ufsd,5,Hicksville High School,2022,Black or African American,100.0
280517030010,Nassau,Hicksville Ufsd,5,Hicksville High School,2022,Students with Disabilities,84.1
280517030010,Nassau,Hicksville Ufsd,5,Hicksville High School,2022,English Language Learner,72.6
280517030010,Nassau,Hicksville Ufsd,5,Hicksville High School,2022,Asian or Native Hawaiian/Other Pacific Islander,96.1
280518030009,Nassau,Plainedge Ufsd,6,Plainedge Senior High School,2022,Economically Disadvantaged,92.4
280518030009,Nassau,Plainedge Ufsd,6,Plainedge Senior High School,2022,White,98.1
280518030009,Nassau,Plainedge Ufsd,6,Plainedge Senior High School,2022,Students with Disabilities,88.2
280521030006,Nassau,Bethpage Ufsd,6,Bethpage Senior High School,2022,Hispanic or Latino,96.5
280521030006,Nassau,Bethpage Ufsd,6,Bethpage Senior High School,2022,White,97.9
280521030006,Nassau,Bethpage Ufsd,6,Bethpage Senior High School,2022,Economically Disadvantaged,94.9
280521030006,Nassau,Bethpage Ufsd,6,Bethpage Senior High School,2022,Students with Disabilities,90.9
280521030006,Nassau,Bethpage Ufsd,6,Bethpage Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,99.1
280522030009,Nassau,Farmingdale Ufsd,5,Farmingdale Senior High School,2022,Economically Disadvantaged,93.3
280522030009,Nassau,Farmingdale Ufsd,5,Farmingdale Senior High School,2022,Hispanic or Latino,91.2
280522030009,Nassau,Farmingdale Ufsd,5,Farmingdale Senior High School,2022,White,99.0
280522030009,Nassau,Farmingdale Ufsd,5,Farmingdale Senior High School,2022,English Language Learner,68.1
280522030009,Nassau,Farmingdale Ufsd,5,Farmingdale Senior High School,2022,Black or African American,91.6
280522030009,Nassau,Farmingdale Ufsd,5,Farmingdale Senior High School,2022,Students with Disabilities,93.1
280522030009,Nassau,Farmingdale Ufsd,5,Farmingdale Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,97.5
280523030011,Nassau,Massapequa Ufsd,6,Massapequa High School,2022,Hispanic or Latino,96.7
280523030011,Nassau,Massapequa Ufsd,6,Massapequa High School,2022,White,98.7
280523030011,Nassau,Massapequa Ufsd,6,Massapequa High School,2022,Economically Disadvantaged,93.3
280523030011,Nassau,Massapequa Ufsd,6,Massapequa High School,2022,Students with Disabilities,91.9
310100011292,New York,Nyc Geog Dist # 1 - Manhattan,1,Orchard Collegiate Academy,2022,Hispanic or Latino,92.3
310100011292,New York,Nyc Geog Dist # 1 - Manhattan,1,Orchard Collegiate Academy,2022,Economically Disadvantaged,96.1
310100011292,New York,Nyc Geog Dist # 1 - Manhattan,1,Orchard Collegiate Academy,2022,Black or African American,94.1
310100011292,New York,Nyc Geog Dist # 1 - Manhattan,1,Orchard Collegiate Academy,2022,Students with Disabilities,85.0
310100011448,New York,Nyc Geog Dist # 1 - Manhattan,1,University Neighborhood High School,2022,Economically Disadvantaged,97.6
310100011448,New York,Nyc Geog Dist # 1 - Manhattan,1,University Neighborhood High School,2022,Hispanic or Latino,98.5
310100011448,New York,Nyc Geog Dist # 1 - Manhattan,1,University Neighborhood High School,2022,English Language Learner,100.0
310100011448,New York,Nyc Geog Dist # 1 - Manhattan,1,University Neighborhood High School,2022,Black or African American,94.8
310100011448,New York,Nyc Geog Dist # 1 - Manhattan,1,University Neighborhood High School,2022,Students with Disabilities,94.7
310100011448,New York,Nyc Geog Dist # 1 - Manhattan,1,University Neighborhood High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.1
310100011450,New York,Nyc Geog Dist # 1 - Manhattan,1,East Side Community School,2022,Economically Disadvantaged,93.9
310100011450,New York,Nyc Geog Dist # 1 - Manhattan,1,East Side Community School,2022,Hispanic or Latino,94.2
310100011458,New York,Nyc Geog Dist # 1 - Manhattan,1,Forsythe Satellite Academy,2022,Hispanic or Latino,46.1
310100011458,New York,Nyc Geog Dist # 1 - Manhattan,1,Forsythe Satellite Academy,2022,Economically Disadvantaged,50.6
310100011458,New York,Nyc Geog Dist # 1 - Manhattan,1,Forsythe Satellite Academy,2022,Black or African American,73.0
310100011515,New York,Nyc Geog Dist # 1 - Manhattan,1,Lower East Side Prep Hs,2022,Hispanic or Latino,39.5
310100011515,New York,Nyc Geog Dist # 1 - Manhattan,1,Lower East Side Prep Hs,2022,Economically Disadvantaged,53.9
310100011515,New York,Nyc Geog Dist # 1 - Manhattan,1,Lower East Side Prep Hs,2022,English Language Learner,45.5
310100011515,New York,Nyc Geog Dist # 1 - Manhattan,1,Lower East Side Prep Hs,2022,Black or African American,61.3
310100011515,New York,Nyc Geog Dist # 1 - Manhattan,1,Lower East Side Prep Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,55.4
310100011539,New York,Nyc Geog Dist # 1 - Manhattan,1,"New Explorations Sci, Tech & Math",2022,Hispanic or Latino,97.4
310100011539,New York,Nyc Geog Dist # 1 - Manhattan,1,"New Explorations Sci, Tech & Math",2022,White,98.7
310100011539,New York,Nyc Geog Dist # 1 - Manhattan,1,"New Explorations Sci, Tech & Math",2022,Economically Disadvantaged,98.5
310100011539,New York,Nyc Geog Dist # 1 - Manhattan,1,"New Explorations Sci, Tech & Math",2022,Black or African American,100.0
310100011539,New York,Nyc Geog Dist # 1 - Manhattan,1,"New Explorations Sci, Tech & Math",2022,Students with Disabilities,98.6
310100011539,New York,Nyc Geog Dist # 1 - Manhattan,1,"New Explorations Sci, Tech & Math",2022,Asian or Native Hawaiian/Other Pacific Islander,99.3
310100011650,New York,Nyc Geog Dist # 1 - Manhattan,1,Cascades High School,2022,Hispanic or Latino,45.9
310100011650,New York,Nyc Geog Dist # 1 - Manhattan,1,Cascades High School,2022,Economically Disadvantaged,48.2
310100011650,New York,Nyc Geog Dist # 1 - Manhattan,1,Cascades High School,2022,Black or African American,57.6
310100011650,New York,Nyc Geog Dist # 1 - Manhattan,1,Cascades High School,2022,Students with Disabilities,58.6
310100011696,New York,Nyc Geog Dist # 1 - Manhattan,1,Bard High School Early College,2022,Hispanic or Latino,97.6
310100011696,New York,Nyc Geog Dist # 1 - Manhattan,1,Bard High School Early College,2022,White,98.0
310100011696,New York,Nyc Geog Dist # 1 - Manhattan,1,Bard High School Early College,2022,Economically Disadvantaged,96.2
310100011696,New York,Nyc Geog Dist # 1 - Manhattan,1,Bard High School Early College,2022,Black or African American,100.0
310100011696,New York,Nyc Geog Dist # 1 - Manhattan,1,Bard High School Early College,2022,Asian or Native Hawaiian/Other Pacific Islander,99.3
310200010047,New York,Nyc Geog Dist # 2 - Manhattan,1,American Sign Lang & Eng Secondar,2022,Economically Disadvantaged,95.9
310200010047,New York,Nyc Geog Dist # 2 - Manhattan,1,American Sign Lang & Eng Secondar,2022,Hispanic or Latino,97.5
310200010047,New York,Nyc Geog Dist # 2 - Manhattan,1,American Sign Lang & Eng Secondar,2022,Black or African American,100.0
310200010260,New York,Nyc Geog Dist # 2 - Manhattan,1,Clinton School (The),2022,White,98.8
310200010260,New York,Nyc Geog Dist # 2 - Manhattan,1,Clinton School (The),2022,Hispanic or Latino,100.0
310200010260,New York,Nyc Geog Dist # 2 - Manhattan,1,Clinton School (The),2022,Economically Disadvantaged,98.6
310200010260,New York,Nyc Geog Dist # 2 - Manhattan,1,Clinton School (The),2022,Students with Disabilities,100.0
310200010412,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Lab Hs-Collaborative Studies,2022,Hispanic or Latino,100.0
310200010412,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Lab Hs-Collaborative Studies,2022,White,97.5
310200010412,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Lab Hs-Collaborative Studies,2022,Economically Disadvantaged,96.9
310200010412,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Lab Hs-Collaborative Studies,2022,Students with Disabilities,93.5
310200010412,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Lab Hs-Collaborative Studies,2022,Asian or Native Hawaiian/Other Pacific Islander,98.7
310200010413,New York,Nyc Geog Dist # 2 - Manhattan,1,School Of The Future High School,2022,White,100.0
310200010413,New York,Nyc Geog Dist # 2 - Manhattan,1,School Of The Future High School,2022,Hispanic or Latino,95.1
310200010413,New York,Nyc Geog Dist # 2 - Manhattan,1,School Of The Future High School,2022,Economically Disadvantaged,97.7
310200010414,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Museum School,2022,Economically Disadvantaged,98.4
310200010414,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Museum School,2022,Hispanic or Latino,100.0
310200010414,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Museum School,2022,White,98.8
310200010414,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Museum School,2022,Black or African American,95.5
310200010414,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Museum School,2022,Students with Disabilities,93.1
310200010414,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Museum School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
310200010416,New York,Nyc Geog Dist # 2 - Manhattan,1,Eleanor Roosevelt High School,2022,White,100.0
310200010416,New York,Nyc Geog Dist # 2 - Manhattan,1,Eleanor Roosevelt High School,2022,Economically Disadvantaged,100.0
310200010416,New York,Nyc Geog Dist # 2 - Manhattan,1,Eleanor Roosevelt High School,2022,Students with Disabilities,100.0
310200010416,New York,Nyc Geog Dist # 2 - Manhattan,1,Eleanor Roosevelt High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
310200010418,New York,Nyc Geog Dist # 2 - Manhattan,1,Millennium High School,2022,Hispanic or Latino,100.0
310200010418,New York,Nyc Geog Dist # 2 - Manhattan,1,Millennium High School,2022,White,99.2
310200010418,New York,Nyc Geog Dist # 2 - Manhattan,1,Millennium High School,2022,Economically Disadvantaged,99.6
310200010418,New York,Nyc Geog Dist # 2 - Manhattan,1,Millennium High School,2022,Students with Disabilities,96.8
310200010418,New York,Nyc Geog Dist # 2 - Manhattan,1,Millennium High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
310200011135,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly-Emergency Management,2022,Hispanic or Latino,91.8
310200011135,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly-Emergency Management,2022,Economically Disadvantaged,90.8
310200011135,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly-Emergency Management,2022,Students with Disabilities,86.7
310200011135,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly-Emergency Management,2022,Black or African American,92.6
310200011139,New York,Nyc Geog Dist # 2 - Manhattan,1,Stephen T Mather Bldg Arts-Craftsman,2022,Hispanic or Latino,88.8
310200011139,New York,Nyc Geog Dist # 2 - Manhattan,1,Stephen T Mather Bldg Arts-Craftsman,2022,Economically Disadvantaged,87.9
310200011139,New York,Nyc Geog Dist # 2 - Manhattan,1,Stephen T Mather Bldg Arts-Craftsman,2022,Black or African American,87.1
310200011139,New York,Nyc Geog Dist # 2 - Manhattan,1,Stephen T Mather Bldg Arts-Craftsman,2022,Students with Disabilities,83.4
310200011280,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Early College Sch-Advertis,2022,Economically Disadvantaged,91.3
310200011280,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Early College Sch-Advertis,2022,Hispanic or Latino,92.2
310200011280,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Early College Sch-Advertis,2022,Black or African American,88.5
310200011280,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Early College Sch-Advertis,2022,Students with Disabilities,76.1
310200011282,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly Maker Academy,2022,Economically Disadvantaged,92.6
310200011282,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly Maker Academy,2022,Hispanic or Latino,92.3
310200011282,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly Maker Academy,2022,Black or African American,90.7
310200011282,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly Maker Academy,2022,Students with Disabilities,79.5
310200011288,New York,Nyc Geog Dist # 2 - Manhattan,1,Food And Finance High School,2022,Hispanic or Latino,86.8
310200011288,New York,Nyc Geog Dist # 2 - Manhattan,1,Food And Finance High School,2022,Economically Disadvantaged,85.7
310200011288,New York,Nyc Geog Dist # 2 - Manhattan,1,Food And Finance High School,2022,Black or African American,91.9
310200011288,New York,Nyc Geog Dist # 2 - Manhattan,1,Food And Finance High School,2022,Students with Disabilities,64.2
310200011294,New York,Nyc Geog Dist # 2 - Manhattan,1,Essex Street Academy,2022,Hispanic or Latino,95.9
310200011294,New York,Nyc Geog Dist # 2 - Manhattan,1,Essex Street Academy,2022,Economically Disadvantaged,95.4
310200011296,New York,Nyc Geog Dist # 2 - Manhattan,1,High School Of Hospitality Mgmnt,2022,Hispanic or Latino,81.9
310200011296,New York,Nyc Geog Dist # 2 - Manhattan,1,High School Of Hospitality Mgmnt,2022,Economically Disadvantaged,80.9
310200011296,New York,Nyc Geog Dist # 2 - Manhattan,1,High School Of Hospitality Mgmnt,2022,Black or African American,75.2
310200011296,New York,Nyc Geog Dist # 2 - Manhattan,1,High School Of Hospitality Mgmnt,2022,Students with Disabilities,66.9
310200011298,New York,Nyc Geog Dist # 2 - Manhattan,1,Pace High School,2022,Hispanic or Latino,87.6
310200011298,New York,Nyc Geog Dist # 2 - Manhattan,1,Pace High School,2022,Economically Disadvantaged,87.2
310200011298,New York,Nyc Geog Dist # 2 - Manhattan,1,Pace High School,2022,Black or African American,89.1
310200011298,New York,Nyc Geog Dist # 2 - Manhattan,1,Pace High School,2022,Students with Disabilities,69.4
310200011300,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assmbly Sch-Design & Const,2022,Hispanic or Latino,79.9
310200011300,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assmbly Sch-Design & Const,2022,Economically Disadvantaged,77.4
310200011300,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assmbly Sch-Design & Const,2022,Black or African American,82.9
310200011300,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assmbly Sch-Design & Const,2022,Students with Disabilities,63.4
310200011303,New York,Nyc Geog Dist # 2 - Manhattan,1,Facing History School (The),2022,Hispanic or Latino,81.6
310200011303,New York,Nyc Geog Dist # 2 - Manhattan,1,Facing History School (The),2022,Economically Disadvantaged,82.1
310200011305,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Academy-Government & Law,2022,Hispanic or Latino,90.2
310200011305,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Academy-Government & Law,2022,Economically Disadvantaged,91.5
310200011305,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Academy-Government & Law,2022,Black or African American,91.4
310200011308,New York,Nyc Geog Dist # 2 - Manhattan,1,Lower Manhattan Arts Academy,2022,Hispanic or Latino,85.0
