entity_cd,entity_name,year,subgroup_name,grad_rate
310200011300,Urban Assmbly Sch-Design & Const,2022,Black or African American,82.9
310200011300,Urban Assmbly Sch-Design & Const,2022,Students with Disabilities,63.4
310200011303,Facing History School (The),2022,Hispanic or Latino,81.6
310200011303,Facing History School (The),2022,Economically Disadvantaged,82.1
310200011305,Urban Academy-Government & Law,2022,Hispanic or Latino,90.2
310200011305,Urban Academy-Government & Law,2022,Economically Disadvantaged,91.5
310200011305,Urban Academy-Government & Law,2022,Black or African American,91.4
310200011308,Lower Manhattan Arts Academy,2022,Hispanic or Latino,85.0
310200011308,Lower Manhattan Arts Academy,2022,Economically Disadvantaged,82.2
310200011308,Lower Manhattan Arts Academy,2022,Black or African American,80.5
310200011308,Lower Manhattan Arts Academy,2022,Students with Disabilities,78.5
310200011313,James Baldwin School (The),2022,Hispanic or Latino,63.2
310200011313,James Baldwin School (The),2022,Economically Disadvantaged,59.0
310200011313,James Baldwin School (The),2022,Black or African American,55.7
310200011313,James Baldwin School (The),2022,Students with Disabilities,61.5
310200011316,Urban Sch-Business-Yng Women,2022,Hispanic or Latino,93.8
310200011316,Urban Sch-Business-Yng Women,2022,Economically Disadvantaged,84.9
310200011316,Urban Sch-Business-Yng Women,2022,Black or African American,87.5
310200011374,Gramercy Arts High School,2022,Hispanic or Latino,96.9
310200011374,Gramercy Arts High School,2022,Economically Disadvantaged,95.4
310200011374,Gramercy Arts High School,2022,Black or African American,95.5
310200011374,Gramercy Arts High School,2022,Students with Disabilities,93.7
310200011376,Nyc Ischool,2022,White,99.3
310200011376,Nyc Ischool,2022,Hispanic or Latino,100.0
310200011376,Nyc Ischool,2022,Economically Disadvantaged,100.0
310200011376,Nyc Ischool,2022,Black or African American,100.0
310200011376,Nyc Ischool,2022,Students with Disabilities,100.0
310200011392,Manhattan Business Academy,2022,Hispanic or Latino,92.5
310200011392,Manhattan Business Academy,2022,Economically Disadvantaged,93.8
310200011392,Manhattan Business Academy,2022,Students with Disabilities,92.4
310200011392,Manhattan Business Academy,2022,Black or African American,95.3
310200011393,Business Of Sports School,2022,Hispanic or Latino,88.0
310200011393,Business Of Sports School,2022,Economically Disadvantaged,90.1
310200011393,Business Of Sports School,2022,Students with Disabilities,82.1
310200011393,Business Of Sports School,2022,Black or African American,90.7
310200011394,Emma Lazarus High School,2022,Hispanic or Latino,34.1
310200011394,Emma Lazarus High School,2022,English Language Learner,50.7
310200011394,Emma Lazarus High School,2022,Economically Disadvantaged,53.9
310200011394,Emma Lazarus High School,2022,Asian or Native Hawaiian/Other Pacific Islander,67.8
310200011399,High School-Language And Diplomacy,2022,Hispanic or Latino,79.7
310200011399,High School-Language And Diplomacy,2022,Economically Disadvantaged,81.8
310200011399,High School-Language And Diplomacy,2022,Students with Disabilities,78.9
310200011399,High School-Language And Diplomacy,2022,Black or African American,83.9
310200011400,Hs For Environmental Studies,2022,White,94.8
310200011400,Hs For Environmental Studies,2022,Hispanic or Latino,90.1
310200011400,Hs For Environmental Studies,2022,Economically Disadvantaged,90.5
310200011400,Hs For Environmental Studies,2022,English Language Learner,70.0
310200011400,Hs For Environmental Studies,2022,Black or African American,85.7
310200011400,Hs For Environmental Studies,2022,Students with Disabilities,68.3
310200011400,Hs For Environmental Studies,2022,Asian or Native Hawaiian/Other Pacific Islander,98.7
310200011407,Inst For Collaborative Education,2022,White,100.0
310200011408,Professional Perf Arts High School,2022,Hispanic or Latino,98.3
310200011408,Professional Perf Arts High School,2022,White,98.9
310200011408,Professional Perf Arts High School,2022,Economically Disadvantaged,96.7
310200011408,Professional Perf Arts High School,2022,Black or African American,98.9
310200011411,Baruch College Campus High School,2022,Hispanic or Latino,100.0
310200011411,Baruch College Campus High School,2022,White,100.0
310200011411,Baruch College Campus High School,2022,Students with Disabilities,97.8
310200011411,Baruch College Campus High School,2022,Economically Disadvantaged,99.3
310200011411,Baruch College Campus High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.5
310200011419,Landmark High School,2022,Hispanic or Latino,74.3
310200011419,Landmark High School,2022,Economically Disadvantaged,79.1
310200011419,Landmark High School,2022,Black or African American,90.2
310200011420,Hs-Health Professions & Human Svcs,2022,Hispanic or Latino,96.0
310200011420,Hs-Health Professions & Human Svcs,2022,Economically Disadvantaged,96.7
310200011420,Hs-Health Professions & Human Svcs,2022,White,98.7
310200011420,Hs-Health Professions & Human Svcs,2022,Black or African American,96.5
310200011420,Hs-Health Professions & Human Svcs,2022,Students with Disabilities,88.1
310200011420,Hs-Health Professions & Human Svcs,2022,Asian or Native Hawaiian/Other Pacific Islander,98.7
310200011422,Quest To Learn,2022,Hispanic or Latino,83.6
310200011422,Quest To Learn,2022,Economically Disadvantaged,84.7
310200011422,Quest To Learn,2022,White,95.2
310200011422,Quest To Learn,2022,Black or African American,77.4
310200011422,Quest To Learn,2022,Students with Disabilities,77.8
310200011425,Leadership & Public Service Hs,2022,Hispanic or Latino,90.9
310200011425,Leadership & Public Service Hs,2022,Black or African American,89.9
310200011425,Leadership & Public Service Hs,2022,Students with Disabilities,74.0
310200011425,Leadership & Public Service Hs,2022,Economically Disadvantaged,88.9
310200011427,Manhattan Acad-Arts And Language,2022,Hispanic or Latino,74.3
310200011427,Manhattan Acad-Arts And Language,2022,Economically Disadvantaged,76.4
310200011427,Manhattan Acad-Arts And Language,2022,English Language Learner,67.2
310200011432,Murray Hill Academy,2022,Hispanic or Latino,82.9
310200011432,Murray Hill Academy,2022,Economically Disadvantaged,85.2
310200011432,Murray Hill Academy,2022,Students with Disabilities,85.8
310200011432,Murray Hill Academy,2022,Black or African American,85.8
310200011437,Hudson Hs Of Learning Technologies,2022,Hispanic or Latino,90.5
310200011437,Hudson Hs Of Learning Technologies,2022,English Language Learner,60.0
310200011437,Hudson Hs Of Learning Technologies,2022,Economically Disadvantaged,89.0
310200011437,Hudson Hs Of Learning Technologies,2022,Students with Disabilities,93.5
310200011437,Hudson Hs Of Learning Technologies,2022,Black or African American,87.7
310200011438,International Hs At Union Square,2022,Hispanic or Latino,78.0
310200011438,International Hs At Union Square,2022,Economically Disadvantaged,84.5
310200011438,International Hs At Union Square,2022,English Language Learner,83.9
310200011438,International Hs At Union Square,2022,Black or African American,95.6
310200011439,Manhattan Village Academy,2022,Hispanic or Latino,100.0
310200011439,Manhattan Village Academy,2022,Economically Disadvantaged,99.6
310200011439,Manhattan Village Academy,2022,Students with Disabilities,97.5
310200011439,Manhattan Village Academy,2022,Black or African American,98.1
310200011449,Vanguard High School,2022,Hispanic or Latino,78.5
310200011449,Vanguard High School,2022,Economically Disadvantaged,79.5
310200011449,Vanguard High School,2022,Students with Disabilities,86.7
310200011449,Vanguard High School,2022,Black or African American,76.7
310200011459,Manhattan International High School,2022,Hispanic or Latino,69.9
310200011459,Manhattan International High School,2022,Economically Disadvantaged,71.8
310200011459,Manhattan International High School,2022,English Language Learner,64.8
310200011475,Stuyvesant High School,2022,White,99.8
310200011475,Stuyvesant High School,2022,Hispanic or Latino,98.3
310200011475,Stuyvesant High School,2022,Multiracial,100.0
310200011475,Stuyvesant High School,2022,Economically Disadvantaged,99.5
310200011475,Stuyvesant High School,2022,Asian or Native Hawaiian/Other Pacific Islander,99.6
310200011489,Hs Of Economics & Finance,2022,Hispanic or Latino,91.6
310200011489,Hs Of Economics & Finance,2022,White,100.0
310200011489,Hs Of Economics & Finance,2022,Economically Disadvantaged,93.1
310200011489,Hs Of Economics & Finance,2022,English Language Learner,94.1
310200011489,Hs Of Economics & Finance,2022,Black or African American,86.9
310200011489,Hs Of Economics & Finance,2022,Students with Disabilities,84.1
310200011489,Hs Of Economics & Finance,2022,Asian or Native Hawaiian/Other Pacific Islander,98.1
310200011500,Unity Center For Urban Technologies,2022,Hispanic or Latino,94.0
310200011500,Unity Center For Urban Technologies,2022,Economically Disadvantaged,94.3
310200011500,Unity Center For Urban Technologies,2022,Students with Disabilities,81.8
310200011500,Unity Center For Urban Technologies,2022,Black or African American,93.6
310200011507,Urban Assembly Gateway School-Tech,2022,Hispanic or Latino,98.6
310200011507,Urban Assembly Gateway School-Tech,2022,Economically Disadvantaged,96.2
310200011507,Urban Assembly Gateway School-Tech,2022,Black or African American,96.5
310200011507,Urban Assembly Gateway School-Tech,2022,Students with Disabilities,95.5
310200011519,Talent Unlimited High School,2022,White,100.0
310200011519,Talent Unlimited High School,2022,Hispanic or Latino,96.1
310200011519,Talent Unlimited High School,2022,Economically Disadvantaged,96.7
310200011519,Talent Unlimited High School,2022,Black or African American,99.1
310200011519,Talent Unlimited High School,2022,Students with Disabilities,89.5
310200011520,Murry Bergtraum Hs For Bus Car,2022,Economically Disadvantaged,85.5
310200011529,Jacqueline Kennedy-Onassis Hs,2022,Hispanic or Latino,82.0
310200011529,Jacqueline Kennedy-Onassis Hs,2022,Economically Disadvantaged,79.8
310200011529,Jacqueline Kennedy-Onassis Hs,2022,Black or African American,80.3
310200011529,Jacqueline Kennedy-Onassis Hs,2022,Students with Disabilities,59.5
310200011531,Repertory Company Hs For Theatre Art,2022,Hispanic or Latino,97.6
310200011531,Repertory Company Hs For Theatre Art,2022,Economically Disadvantaged,99.3
310200011531,Repertory Company Hs For Theatre Art,2022,Black or African American,98.6
310200011533,Union Square Acad For Health Science,2022,Hispanic or Latino,91.1
310200011533,Union Square Acad For Health Science,2022,Economically Disadvantaged,90.5
310200011533,Union Square Acad For Health Science,2022,Black or African American,93.4
310200011533,Union Square Acad For Health Science,2022,Students with Disabilities,86.7
310200011534,Harvest Collegiate High School,2022,Hispanic or Latino,89.9
310200011534,Harvest Collegiate High School,2022,Economically Disadvantaged,90.7
310200011534,Harvest Collegiate High School,2022,Students with Disabilities,89.2
310200011542,Manhattan Bridges High School,2022,Hispanic or Latino,94.6
310200011542,Manhattan Bridges High School,2022,Economically Disadvantaged,94.9
310200011542,Manhattan Bridges High School,2022,English Language Learner,93.3
310200011543,New Design High School,2022,Hispanic or Latino,87.5
310200011543,New Design High School,2022,Economically Disadvantaged,84.2
310200011543,New Design High School,2022,Students with Disabilities,75.0
310200011543,New Design High School,2022,Black or African American,85.9
310200011544,Independence High School,2022,Hispanic or Latino,43.5
310200011544,Independence High School,2022,Economically Disadvantaged,40.3
310200011544,Independence High School,2022,Students with Disabilities,34.5
310200011544,Independence High School,2022,Black or African American,36.9
310200011545,Hs-Dual Language & Asian Studies,2022,Economically Disadvantaged,100.0
310200011545,Hs-Dual Language & Asian Studies,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
310200011546,Academy For Software Engineering,2022,Hispanic or Latino,93.4
310200011546,Academy For Software Engineering,2022,Economically Disadvantaged,92.9
310200011546,Academy For Software Engineering,2022,Black or African American,95.1
310200011546,Academy For Software Engineering,2022,Students with Disabilities,89.9
310200011546,Academy For Software Engineering,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
310200011550,Liberty High Sch Acad-Newcomers,2022,Hispanic or Latino,39.8
310200011550,Liberty High Sch Acad-Newcomers,2022,Economically Disadvantaged,54.8
310200011550,Liberty High Sch Acad-Newcomers,2022,English Language Learner,50.4
310200011550,Liberty High Sch Acad-Newcomers,2022,Black or African American,74.0
310200011551,Urban Assembly Ny Harbor School,2022,White,92.3
310200011551,Urban Assembly Ny Harbor School,2022,Hispanic or Latino,89.4
310200011551,Urban Assembly Ny Harbor School,2022,Economically Disadvantaged,88.5
310200011551,Urban Assembly Ny Harbor School,2022,Black or African American,90.0
310200011551,Urban Assembly Ny Harbor School,2022,Students with Disabilities,84.4
310200011560,Hs 560 City-As-School,2022,White,76.0
310200011560,Hs 560 City-As-School,2022,Hispanic or Latino,64.2
310200011560,Hs 560 City-As-School,2022,Economically Disadvantaged,61.1
310200011560,Hs 560 City-As-School,2022,Black or African American,57.6
310200011560,Hs 560 City-As-School,2022,Students with Disabilities,57.6
310200011570,Satellite Academy High School,2022,Hispanic or Latino,18.9
310200011570,Satellite Academy High School,2022,Economically Disadvantaged,22.1
310200011570,Satellite Academy High School,2022,Students with Disabilities,27.3
310200011570,Satellite Academy High School,2022,Black or African American,23.1
310200011575,Manhattan Comp Night And Day Hs,2022,Hispanic or Latino,22.4
310200011575,Manhattan Comp Night And Day Hs,2022,English Language Learner,39.0
310200011575,Manhattan Comp Night And Day Hs,2022,Economically Disadvantaged,34.7
310200011575,Manhattan Comp Night And Day Hs,2022,Students with Disabilities,27.9
310200011575,Manhattan Comp Night And Day Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,47.6
310200011575,Manhattan Comp Night And Day Hs,2022,Black or African American,39.9
310200011580,Richard R Green Hs Of Teaching,2022,Hispanic or Latino,88.6
310200011580,Richard R Green Hs Of Teaching,2022,Economically Disadvantaged,86.7
310200011580,Richard R Green Hs Of Teaching,2022,Students with Disabilities,75.0
310200011580,Richard R Green Hs Of Teaching,2022,Black or African American,77.5
310200011600,High School Of Fashion Industries,2022,White,94.8
310200011600,High School Of Fashion Industries,2022,Hispanic or Latino,94.8
310200011600,High School Of Fashion Industries,2022,Economically Disadvantaged,94.9
310200011600,High School Of Fashion Industries,2022,Black or African American,93.8
310200011600,High School Of Fashion Industries,2022,Students with Disabilities,82.9
310200011600,High School Of Fashion Industries,2022,Asian or Native Hawaiian/Other Pacific Islander,98.8
310200011605,Humanities Prep Academy,2022,Hispanic or Latino,97.5
310200011605,Humanities Prep Academy,2022,Economically Disadvantaged,96.6
310200011615,Chelsea Career And Tech Ed Hs,2022,Hispanic or Latino,89.5
310200011615,Chelsea Career And Tech Ed Hs,2022,Economically Disadvantaged,88.4
310200011615,Chelsea Career And Tech Ed Hs,2022,Students with Disabilities,83.3
310200011615,Chelsea Career And Tech Ed Hs,2022,Black or African American,86.6
310200011630,Art And Design High School,2022,White,95.4
310200011630,Art And Design High School,2022,Hispanic or Latino,93.1
310200011630,Art And Design High School,2022,Multiracial,88.9
310200011630,Art And Design High School,2022,Economically Disadvantaged,93.1
310200011630,Art And Design High School,2022,Students with Disabilities,86.7
310200011630,Art And Design High School,2022,Black or African American,96.8
310200011630,Art And Design High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
310200011655,High School For Climate Justice,2022,Hispanic or Latino,82.2
310200011655,High School For Climate Justice,2022,English Language Learner,68.4
310200011655,High School For Climate Justice,2022,Economically Disadvantaged,82.2
310200011655,High School For Climate Justice,2022,Black or African American,83.2
310200011655,High School For Climate Justice,2022,Students with Disabilities,58.5
310200860819,John V Lindsay Wildcat Academy Cs,2022,Hispanic or Latino,30.0
310200860819,John V Lindsay Wildcat Academy Cs,2022,Economically Disadvantaged,31.1
310200860819,John V Lindsay Wildcat Academy Cs,2022,Black or African American,37.5
310200860819,John V Lindsay Wildcat Academy Cs,2022,Students with Disabilities,30.8
310200860992,Broome St Academy Charter Hs,2022,Hispanic or Latino,75.0
310200860992,Broome St Academy Charter Hs,2022,Economically Disadvantaged,64.7
310200860992,Broome St Academy Charter Hs,2022,Students with Disabilities,59.8
310200860992,Broome St Academy Charter Hs,2022,Black or African American,62.6
310300011299,Maxine Greene Hs-Imaginative Inquiry,2022,Hispanic or Latino,83.2
310300011299,Maxine Greene Hs-Imaginative Inquiry,2022,Economically Disadvantaged,81.9
310300011299,Maxine Greene Hs-Imaginative Inquiry,2022,English Language Learner,76.4
310300011299,Maxine Greene Hs-Imaginative Inquiry,2022,Black or African American,80.0
310300011299,Maxine Greene Hs-Imaginative Inquiry,2022,Students with Disabilities,59.5
310300011307,Urban Assmbly Sch-Media Studies,2022,Hispanic or Latino,93.6
310300011307,Urban Assmbly Sch-Media Studies,2022,Economically Disadvantaged,92.0
310300011307,Urban Assmbly Sch-Media Studies,2022,Students with Disabilities,73.7
310300011307,Urban Assmbly Sch-Media Studies,2022,Black or African American,91.1
310300011402,Urban Assembly For Green Careers,2022,Hispanic or Latino,94.1
310300011402,Urban Assembly For Green Careers,2022,English Language Learner,83.3
310300011402,Urban Assembly For Green Careers,2022,Economically Disadvantaged,91.8
310300011402,Urban Assembly For Green Careers,2022,Students with Disabilities,91.6
310300011402,Urban Assembly For Green Careers,2022,Black or African American,90.6
310300011403,Global Learning Collaborative (The),2022,Hispanic or Latino,90.2
310300011403,Global Learning Collaborative (The),2022,Economically Disadvantaged,87.2
310300011403,Global Learning Collaborative (The),2022,English Language Learner,92.0
310300011403,Global Learning Collaborative (The),2022,Black or African American,84.8
310300011403,Global Learning Collaborative (The),2022,Students with Disabilities,80.9
310300011404,Innovation Diploma Plus,2022,Hispanic or Latino,39.6
310300011404,Innovation Diploma Plus,2022,Economically Disadvantaged,38.9
310300011404,Innovation Diploma Plus,2022,Black or African American,57.6
310300011415,Wadleigh Perf And Visual Arts,2022,Hispanic or Latino,94.5
310300011415,Wadleigh Perf And Visual Arts,2022,Economically Disadvantaged,97.9
310300011415,Wadleigh Perf And Visual Arts,2022,Black or African American,98.7
310300011417,Frank Mccourt High School,2022,Hispanic or Latino,97.2
310300011417,Frank Mccourt High School,2022,White,93.9
310300011417,Frank Mccourt High School,2022,Economically Disadvantaged,96.9
310300011417,Frank Mccourt High School,2022,Students with Disabilities,95.8
310300011479,Beacon High School,2022,White,99.2
310300011479,Beacon High School,2022,Hispanic or Latino,98.3
310300011479,Beacon High School,2022,Multiracial,96.9
310300011479,Beacon High School,2022,Economically Disadvantaged,99.1
310300011479,Beacon High School,2022,Black or African American,98.2
310300011479,Beacon High School,2022,Students with Disabilities,95.6
310300011479,Beacon High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.6
310300011485,Fiorello H Laguardia High School,2022,White,99.7
310300011485,Fiorello H Laguardia High School,2022,Hispanic or Latino,98.9
310300011485,Fiorello H Laguardia High School,2022,Multiracial,97.5
310300011485,Fiorello H Laguardia High School,2022,Economically Disadvantaged,99.0
310300011485,Fiorello H Laguardia High School,2022,Black or African American,99.6
310300011485,Fiorello H Laguardia High School,2022,Students with Disabilities,91.2
310300011485,Fiorello H Laguardia High School,2022,Asian or Native Hawaiian/Other Pacific Islander,99.4
310300011492,Hs For Law Advcy & Comm Just,2022,Hispanic or Latino,86.8
310300011492,Hs For Law Advcy & Comm Just,2022,Economically Disadvantaged,83.2
310300011492,Hs For Law Advcy & Comm Just,2022,Black or African American,78.8
310300011492,Hs For Law Advcy & Comm Just,2022,Students with Disabilities,68.2
310300011494,High School Of Arts And Technology,2022,Hispanic or Latino,79.4
310300011494,High School Of Arts And Technology,2022,Economically Disadvantaged,77.7
310300011494,High School Of Arts And Technology,2022,English Language Learner,60.0
310300011494,High School Of Arts And Technology,2022,Black or African American,78.7
310300011494,High School Of Arts And Technology,2022,Students with Disabilities,66.9
310300011505,Edward A Reynolds West Side Hs,2022,Hispanic or Latino,25.4
310300011505,Edward A Reynolds West Side Hs,2022,Economically Disadvantaged,24.8
310300011505,Edward A Reynolds West Side Hs,2022,Black or African American,32.7
310300011505,Edward A Reynolds West Side Hs,2022,Students with Disabilities,25.2
310300011541,Manhattan/Hunter Science Hs,2022,White,96.2
310300011541,Manhattan/Hunter Science Hs,2022,Hispanic or Latino,100.0
310300011541,Manhattan/Hunter Science Hs,2022,Economically Disadvantaged,99.5
310300011541,Manhattan/Hunter Science Hs,2022,Black or African American,100.0
310300011541,Manhattan/Hunter Science Hs,2022,Students with Disabilities,96.7
310300011541,Manhattan/Hunter Science Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
310300011859,Special Music School,2022,White,98.0
310300011859,Special Music School,2022,Economically Disadvantaged,100.0
310300011860,Frederick Douglass Academy Ii,2022,Hispanic or Latino,83.0
310300011860,Frederick Douglass Academy Ii,2022,Economically Disadvantaged,88.3
310300011860,Frederick Douglass Academy Ii,2022,Students with Disabilities,68.8
310300011860,Frederick Douglass Academy Ii,2022,Black or African American,91.3
310300860871,Opportunity Charter School,2022,Hispanic or Latino,94.9
310300860871,Opportunity Charter School,2022,Economically Disadvantaged,91.5
310300860871,Opportunity Charter School,2022,Students with Disabilities,94.1
310300860871,Opportunity Charter School,2022,Black or African American,88.8
310300860897,Success Academy Cs-Harlem 1,2022,Economically Disadvantaged,89.8
310300860897,Success Academy Cs-Harlem 1,2022,Black or African American,89.3
310400010310,Judith S Kaye School (The),2022,Hispanic or Latino,52.4
310400010310,Judith S Kaye School (The),2022,Economically Disadvantaged,46.0
310400010310,Judith S Kaye School (The),2022,Black or African American,56.1
310400010310,Judith S Kaye School (The),2022,Students with Disabilities,47.5
310400010372,Esperanza Preparatory Academy,2022,Hispanic or Latino,84.8
310400010372,Esperanza Preparatory Academy,2022,Economically Disadvantaged,84.5
310400010372,Esperanza Preparatory Academy,2022,English Language Learner,74.8
310400010372,Esperanza Preparatory Academy,2022,Students with Disabilities,62.1
310400011435,Manhattan Center-Science & Math,2022,Hispanic or Latino,96.8
310400011435,Manhattan Center-Science & Math,2022,White,100.0
310400011435,Manhattan Center-Science & Math,2022,Economically Disadvantaged,97.5
310400011435,Manhattan Center-Science & Math,2022,English Language Learner,70.0
310400011435,Manhattan Center-Science & Math,2022,Students with Disabilities,94.4
310400011435,Manhattan Center-Science & Math,2022,Black or African American,97.7
310400011435,Manhattan Center-Science & Math,2022,Asian or Native Hawaiian/Other Pacific Islander,98.6
310400011495,Park East High School,2022,Hispanic or Latino,98.4
310400011495,Park East High School,2022,Economically Disadvantaged,99.2
310400011495,Park East High School,2022,Black or African American,100.0
310400011495,Park East High School,2022,Students with Disabilities,97.1
310400011555,Central Park East High School,2022,Economically Disadvantaged,99.3
310400011555,Central Park East High School,2022,Hispanic or Latino,99.5
310400011555,Central Park East High School,2022,Black or African American,99.1
310400011555,Central Park East High School,2022,Students with Disabilities,93.9
310400011555,Central Park East High School,2022,Asian or Native Hawaiian/Other Pacific Islander,97.6
310400011610,Young Women'S Leadership School,2022,Hispanic or Latino,99.2
310400011610,Young Women'S Leadership School,2022,Economically Disadvantaged,99.4
310400011610,Young Women'S Leadership School,2022,Black or African American,100.0
310400011610,Young Women'S Leadership School,2022,Students with Disabilities,100.0
310400011680,Heritage School (The),2022,Hispanic or Latino,87.5
310400011680,Heritage School (The),2022,Economically Disadvantaged,85.1
310400011680,Heritage School (The),2022,Black or African American,76.1
310400011680,Heritage School (The),2022,Students with Disabilities,85.0
310400860840,Harlem Prep Charter School,2022,Hispanic or Latino,64.7
310400860840,Harlem Prep Charter School,2022,Economically Disadvantaged,75.4
310400860840,Harlem Prep Charter School,2022,Black or African American,75.6
310400860849,Harlem Village Academy East Cs,2022,Hispanic or Latino,100.0
310400860849,Harlem Village Academy East Cs,2022,Economically Disadvantaged,98.4
310400860849,Harlem Village Academy East Cs,2022,Black or African American,100.0
310400860919,Dream Charter School,2022,Economically Disadvantaged,100.0
310400860919,Dream Charter School,2022,Hispanic or Latino,100.0
310400860922,Success Academy Cs - Harlem 3,2022,Economically Disadvantaged,93.8
310400860922,Success Academy Cs - Harlem 3,2022,Black or African American,84.0
310400860968,Innovation Charter High School,2022,Hispanic or Latino,82.5
310400860968,Innovation Charter High School,2022,Economically Disadvantaged,81.1
310400860968,Innovation Charter High School,2022,Black or African American,82.2
310400860968,Innovation Charter High School,2022,Students with Disabilities,73.1
310500011148,Eagle Academy For Young Men-Harlem,2022,Black or African American,75.0
310500011148,Eagle Academy For Young Men-Harlem,2022,Economically Disadvantaged,78.2
310500011157,Urban Assembly-Global Commerce,2022,Economically Disadvantaged,77.7
310500011157,Urban Assembly-Global Commerce,2022,Hispanic or Latino,76.2
310500011157,Urban Assembly-Global Commerce,2022,Black or African American,81.6
310500011157,Urban Assembly-Global Commerce,2022,Students with Disabilities,57.2
310500011285,Harlem Renaissance High School,2022,Hispanic or Latino,32.8
310500011285,Harlem Renaissance High School,2022,Economically Disadvantaged,35.1
310500011285,Harlem Renaissance High School,2022,Students with Disabilities,43.9
310500011285,Harlem Renaissance High School,2022,Black or African American,43.2
310500011304,Mott Hall High School,2022,Hispanic or Latino,79.3
310500011304,Mott Hall High School,2022,Economically Disadvantaged,76.0
310500011304,Mott Hall High School,2022,English Language Learner,72.2
310500011304,Mott Hall High School,2022,Students with Disabilities,50.0
310500011304,Mott Hall High School,2022,Black or African American,74.0
310500011362,Columbia Secondary School,2022,White,98.8
310500011362,Columbia Secondary School,2022,Hispanic or Latino,96.7
310500011362,Columbia Secondary School,2022,Economically Disadvantaged,98.5
310500011362,Columbia Secondary School,2022,Black or African American,98.3
310500011369,Urban Assembly For The Perform Arts,2022,Economically Disadvantaged,80.2
310500011369,Urban Assembly For The Perform Arts,2022,Students with Disabilities,67.1
310500011369,Urban Assembly For The Perform Arts,2022,Hispanic or Latino,74.4
310500011369,Urban Assembly For The Perform Arts,2022,Black or African American,83.7
310500011499,Frederick Douglass Academy,2022,Hispanic or Latino,84.7
310500011499,Frederick Douglass Academy,2022,Economically Disadvantaged,88.7
310500011499,Frederick Douglass Academy,2022,Students with Disabilities,67.2
310500011499,Frederick Douglass Academy,2022,Black or African American,90.7
310500011670,Thurgood Marshall Acad For Learning,2022,Hispanic or Latino,85.5
310500011670,Thurgood Marshall Acad For Learning,2022,Economically Disadvantaged,85.7
310500011670,Thurgood Marshall Acad For Learning,2022,Black or African American,89.1
310500011670,Thurgood Marshall Acad For Learning,2022,Students with Disabilities,66.9
310500011692,Hs Math Sci & Engnrng At Ccny,2022,White,100.0
310500011692,Hs Math Sci & Engnrng At Ccny,2022,Hispanic or Latino,100.0
310500011692,Hs Math Sci & Engnrng At Ccny,2022,Multiracial,100.0
310500011692,Hs Math Sci & Engnrng At Ccny,2022,Economically Disadvantaged,100.0
310500011692,Hs Math Sci & Engnrng At Ccny,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
310500860848,Harlem Village Academy West Cs,2022,Economically Disadvantaged,97.5
310500860848,Harlem Village Academy West Cs,2022,Black or African American,100.0
310500860858,Kipp Star College Prep Cs,2022,Economically Disadvantaged,97.5
310500860858,Kipp Star College Prep Cs,2022,Black or African American,93.3
310500860864,Harlem Children'S Zone Promise,2022,Economically Disadvantaged,99.3
310500860864,Harlem Children'S Zone Promise,2022,Black or African American,99.3
310500860883,Kipp Infinity Charter School,2022,Economically Disadvantaged,93.8
310500860883,Kipp Infinity Charter School,2022,Hispanic or Latino,93.6
310500860883,Kipp Infinity Charter School,2022,Black or African American,91.0
310500860883,Kipp Infinity Charter School,2022,Students with Disabilities,81.8
310500860886,Harlem Chldrn Zone Academy Ii,2022,Economically Disadvantaged,97.7
310500860886,Harlem Chldrn Zone Academy Ii,2022,Black or African American,97.2
310500860894,Democracy Prep Charter School,2022,Hispanic or Latino,80.6
310500860894,Democracy Prep Charter School,2022,Economically Disadvantaged,86.4
310500860894,Democracy Prep Charter School,2022,Black or African American,90.5
310500860989,Democracy Prep Harlem Charter School,2022,Hispanic or Latino,89.5
310500860989,Democracy Prep Harlem Charter School,2022,Economically Disadvantaged,90.8
310500860989,Democracy Prep Harlem Charter School,2022,Black or African American,90.0
310500861001,Democracy Prep Endurance Cs,2022,Hispanic or Latino,88.2
310500861001,Democracy Prep Endurance Cs,2022,Economically Disadvantaged,83.2
310500861001,Democracy Prep Endurance Cs,2022,Black or African American,83.2
310600011211,Inwood Early College For Health-Info,2022,Hispanic or Latino,88.1
310600011211,Inwood Early College For Health-Info,2022,Economically Disadvantaged,87.0
310600011211,Inwood Early College For Health-Info,2022,Students with Disabilities,82.6
310600011293,City College Academy Of The Arts,2022,Hispanic or Latino,97.2
310600011293,City College Academy Of The Arts,2022,Economically Disadvantaged,98.4
310600011346,Community Health Acad Of The Heights,2022,Hispanic or Latino,90.1
310600011346,Community Health Acad Of The Heights,2022,Economically Disadvantaged,91.6
310600011346,Community Health Acad Of The Heights,2022,Students with Disabilities,63.1
310600011348,Washington Hgts Expeditionary Learn,2022,Hispanic or Latino,92.7
310600011348,Washington Hgts Expeditionary Learn,2022,Economically Disadvantaged,94.2
